	tweet_id	tweet_date	tweet	tweet_likes	tweet_retweets	tweet_is_quote	tweet_entities	user_id	user_date	user_handle	user_name	user_description	user_is_verified	user_posts	user_likes	user_followers	user_friends	user_location	user_entities
10	1379259936006307843	2021-04-06 02:29:28	@ChalkaiOW you're a nigger 👉🤡👈	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChalkaiOW', 'name': 'Chalk', 'id': 1332894520254615553, 'id_str': '1332894520254615553', 'indices': [0, 10]}], 'urls': []}	1211524126944350208	2019-12-30 05:47:29	kingghostblade	kingghostblade	Adler is the best anime protagonist	False	420	428	10	29		{'description': {'urls': []}}
11	1379259709916643331	2021-04-06 02:28:34	@AshakaSaleh If wishes were horses.......! Nigger area cannot stand.	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AshakaSaleh', 'name': 'Saleh Shehu ASHAKA', 'id': 796604636, 'id_str': '796604636', 'indices': [0, 12]}], 'urls': []}	1185894286409252864	2019-10-20 12:23:46	UeArun	UE	O run	False	27428	85331	833	417		{'description': {'urls': []}}
12	1379259634935021572	2021-04-06 02:28:17	All u bitch ass Nazis go beg your #wife stupid Nigger tom buchannan ho	0	0	False	{'hashtags': [{'text': 'wife', 'indices': [34, 39]}], 'symbols': [], 'user_mentions': [], 'urls': []}	1228853910271676416	2020-02-16 01:29:46	MENY1000DOTCOM	submarine 9 Party Jew	Hey what’s up Wit Hem @taxthesmealthy tungl sjötrungnis vilsinn völu earth giant of the Moon Harvest Witches great companionjnnnnjjnnnmmmmmmmnnnnnnnnnnnnnnn	False	15670	350	12	145	Tongue food	{'description': {'urls': []}}
13	1379258626305572864	2021-04-06 02:24:16	@naboobabe Nigger lover lmao.	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'naboobabe', 'name': 'moon girl', 'id': 1277066417662238722, 'id_str': '1277066417662238722', 'indices': [0, 10]}], 'urls': []}	1270747864134713346	2020-06-10 16:01:22	handsomeracist8	Linus 🌲🏎️	7'1 |300lbs |5.43% bf |180 IQ | certified Eight Figure Plan™ Truster™ | #finance	False	780	6800	179	530		{'description': {'urls': []}}
14	1379257557202657283	2021-04-06 02:20:01	@iamtreyforde Nigger	2	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iamtreyforde', 'name': 'honest papi 💯𒊹︎', 'id': 1162162287110696960, 'id_str': '1162162287110696960', 'indices': [0, 13]}], 'urls': []}	1247725743695638530	2020-04-08 03:19:41	_BoujeeTingz_	Mariah💙		False	2204	17053	200	515		{'description': {'urls': []}}
15	1379257082214551554	2021-04-06 02:18:08	@katietoo62 I think hillbilly cracker nigger and beaner are pretty funny coming from my beaner pov	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'katietoo62', 'name': 'Katie Schulz', 'id': 47744295, 'id_str': '47744295', 'indices': [0, 11]}], 'urls': []}	95321359	2009-12-08 01:16:18	Kenney_Man	Jaston		False	7783	5961	163	1303	USA	{'description': {'urls': []}}
16	1379256709848391681	2021-04-06 02:16:39	@apollo1509 Ok nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'apollo1509', 'name': 'apollo🌇', 'id': 1331071792404975618, 'id_str': '1331071792404975618', 'indices': [0, 11]}], 'urls': []}	785310723727654912	2016-10-10 02:47:21	NlGGERSlNPARlS	✍🏿Michael Patrick Porkins✍🏿	*yawn* Damn! I woke up Black in America again🇺🇸 they/them | poly | monolingual | #freepalestine	False	19694	38526	147	75		{'description': {'urls': []}}
17	1379256662058434560	2021-04-06 02:16:28	Desiree made her choice to live like a Nigger!  I choose not to!  Kelly is Michael Faria's daughter!	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	1378929622818037761	2021-04-05 04:37:07	DoreenShields8	Doreen Shields	Bitch, truth seeker	False	110	0	0	2		{'description': {'urls': []}}
18	1379255536454152193	2021-04-06 02:11:59	@harryIore why would you call me a nigger :(((	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'harryIore', 'name': '#ashrry', 'id': 1049389739399421952, 'id_str': '1049389739399421952', 'indices': [0, 10]}], 'urls': []}	1003865589872406528	2018-06-05 05:06:22	IouismiIf	bethel ANU & SOL DAY	i must defend perfect now on the internet	False	41724	13482	1162	598		{'description': {'urls': []}}
19	1379255217888329732	2021-04-06 02:10:43	@NikeTechRanger Clouds angel wings same nigger agenda	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NikeTechRanger', 'name': '\U0001f977🏾', 'id': 858376371931840516, 'id_str': '858376371931840516', 'indices': [0, 15]}], 'urls': []}	1308018925066768385	2020-09-21 12:23:18	216doe	Boom	#Broyougood long live Saeed, Mel, BP & Woo 💙 |Life time @babygrowgang available.|	False	29172	21	550	218	Mentally 216 actually 214	{'description': {'urls': []}}
20	1379254499148062722	2021-04-06 02:07:52	beating my tender cock to carbi b whistle singing nigger james by carbi b	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	1248365828904488960	2020-04-09 21:43:05	ValGaysStink	garytheboobyslayer	"Winnings:
21k"	False	842	38	7	37		{'description': {'urls': []}}
21	1379254304926625792	2021-04-06 02:07:06	@Christi21127797 nigger,your mom is black pig	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Christi21127797', 'name': '黑人bbc在中国', 'id': 1318593900387487748, 'id_str': '1318593900387487748', 'indices': [0, 16]}], 'urls': []}	1072210046455402496	2018-12-10 19:22:50	white5519	white55		False	19	13	14	197		{'description': {'urls': []}}
22	1379253507732209665	2021-04-06 02:03:56	fuck me papi @Twitter or ur a nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [13, 21]}], 'urls': []}	1375996242321375235	2021-03-28 02:20:58	Nolan02Not	NotNolan02		False	2	0	0	0		{'description': {'urls': []}}
23	1379253416434806786	2021-04-06 02:03:34	@Miss_Shanae_ she basically called her a nigger smh	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Miss_Shanae_', 'name': 'PrincessNAE👑', 'id': 183479987, 'id_str': '183479987', 'indices': [0, 13]}], 'urls': []}	16177229	2008-09-08 02:08:33	prttybrwnrnd_	bobbi	men are stupid bitches 😘♥️	False	97768	50286	733	240		{'description': {'urls': []}}
24	1379252548029255681	2021-04-06 02:00:07	H. Rap Brown's Blacks And Authority ::: Highlighting Chapter Four Of 'Die Nigger Die!' https://t.co/bIDAkRtLCv https://t.co/uYFa2BuQ7W	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bIDAkRtLCv', 'expanded_url': 'https://www.owlasylum.net/pacific-papers/h-rap-browns-blacks-and-authority-highlighting-chapter-four-of-die-nigger-die/', 'display_url': 'owlasylum.net/pacific-papers…', 'indices': [87, 110]}], 'media': [{'id': 1379252545885966343, 'id_str': '1379252545885966343', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EyQW4gUWEAcOrFM.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyQW4gUWEAcOrFM.jpg', 'url': 'https://t.co/uYFa2BuQ7W', 'display_url': 'pic.twitter.com/uYFa2BuQ7W', 'expanded_url': 'https://twitter.com/OwlsAsylum/status/1379252548029255681/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1022, 'h': 922, 'resize': 'fit'}, 'medium': {'w': 1022, 'h': 922, 'resize': 'fit'}, 'small': {'w': 680, 'h': 613, 'resize': 'fit'}}}]}	97780931	2009-12-19 00:31:02	OwlsAsylum	J OWL Farand	Black Media Analyst. Self-Love Evangelist. Mad Scientist from front-end to back-end... YouTube: https://t.co/laoa1kxdLy	False	568980	58479	20686	18221	Earth 76	{'url': {'urls': [{'url': 'https://t.co/BLfrjkkMgZ', 'expanded_url': 'https://owlasylum.net', 'display_url': 'owlasylum.net', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/laoa1kxdLy', 'expanded_url': 'https://www.youtube.com/c/JFarand?sub_confirmation=1', 'display_url': 'youtube.com/c/JFarand?sub_…', 'indices': [96, 119]}]}}
25	1379252292013092864	2021-04-06 01:59:06	Many people of Newark, NJ, and the NOI KNEW William Bradley a.k.a. Al Mustafa Shabazz was involved in Malcolm's murder, and they said NOTHING! This is a great insult that Bradley took the surname of Malcolm and they gave this NIGGER a funeral WITH A HORSE DRAWN CARRIAGE!!!!!SHAME https://t.co/nzoQtLzhyS	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379249710544736256, 'id_str': '1379249710544736256', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EyQUTd2UUAAg_5Q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyQUTd2UUAAg_5Q.jpg', 'url': 'https://t.co/nzoQtLzhyS', 'display_url': 'pic.twitter.com/nzoQtLzhyS', 'expanded_url': 'https://twitter.com/raslumumba/status/1379252292013092864/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 416, 'resize': 'fit'}, 'large': {'w': 750, 'h': 459, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 459, 'resize': 'fit'}}}]}	729806834358321152	2016-05-09 22:54:43	raslumumba	The Lumumba Report	Information for the awakening of consciousness	False	3861	130	121	1075	Las Vegas	{'description': {'urls': []}}
26	1379252198287228933	2021-04-06 01:58:43	@AhGahPae @mami_reflux She calls me a nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AhGahPae', 'name': 'Agapæ', 'id': 48903992, 'id_str': '48903992', 'indices': [0, 9]}, {'screen_name': 'mami_reflux', 'name': '♡', 'id': 708473649, 'id_str': '708473649', 'indices': [10, 22]}], 'urls': []}	1599558596	2013-07-17 00:03:35	godkur0	kuro	young god 🇹🇹 222//502. ✌🏾 Instagram: afrokuro	False	37778	39752	306	604	Cyba-space	{'url': {'urls': [{'url': 'https://t.co/L725w778NI', 'expanded_url': 'http://godkuro.tumblr.com', 'display_url': 'godkuro.tumblr.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}
27	1379252134118625282	2021-04-06 01:58:28	". dy¡NG aT a mOShpiTtttt is mY only w¡Sh for MEh bdAY &gt; 2 wEEks awAY  
  ! h0pe A niGGER kn0ck tF OUT mEh"	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	738566301153525760	2016-06-03 03:01:42	babiiglory	quíereMe💋	hEY wE R Slay3r * wE R bAD divA! + mwAHhh Bby d¡c	False	2724	1937	197	45		{'url': {'urls': [{'url': 'https://t.co/Yhmv5u5f9C', 'expanded_url': 'https://soundcloud.app.goo.gl/3ZmLurKVEFgz51vY8', 'display_url': 'soundcloud.app.goo.gl/3ZmLurKVEFgz51…', 'indices': [0, 23]}]}, 'description': {'urls': []}}
28	1379252047493611521	2021-04-06 01:58:08	I'm a clown aren't I? Cause why is this nigger calling my phone just to hear me talk so he can fall asleep?? If you don't go get a gyal 🙃	2	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	3388562170	2015-07-23 03:47:39	bnnldy	Just bought two grams of stress	New York 📍Visual Artist | Digital Illustrator | Musician	False	9561	12567	958	676	New York, USA	{'url': {'urls': [{'url': 'https://t.co/CYLN2QvQRv', 'expanded_url': 'https://www.thebnnldystudio.com', 'display_url': 'thebnnldystudio.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}
29	1379251782396821504	2021-04-06 01:57:04	Nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	1226554071101906945	2020-02-09 17:11:03	AyAyBee_	Ash is waiting on The Penthouse S03 💼⁸𖧵⁷ ᴱᴺ⁻	Where bones are not provided, dogs are not invited | She/Her | Multi (but I rarely tweet about all the groups I stan) | 22 |	False	47442	78965	984	871	Jamaica 🇯🇲	{'description': {'urls': []}}
30	1379251534249230338	2021-04-06 01:56:05	jus say nigger don’t need to do allat https://t.co/00s5SOaHPr	2	0	True	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/00s5SOaHPr', 'expanded_url': 'https://twitter.com/momo4gayrights/status/1378899662791274496', 'display_url': 'twitter.com/momo4gayrights…', 'indices': [38, 61]}]}	3079122877	2015-03-14 03:03:11	yuta_blooms	Thong Supremacist	Caël | born to be admired 🖤 | president of the ckbarbz and yang2siasts |	False	58783	127383	276	287	ny | he/they | 20	{'url': {'urls': [{'url': 'https://t.co/ZFUZCd3p55', 'expanded_url': 'http://saintcael.carrd.co', 'display_url': 'saintcael.carrd.co', 'indices': [0, 23]}]}, 'description': {'urls': []}}
31	1379251418188627971	2021-04-06 01:55:38	He definitely letting that “Nigger” word fly after this game https://t.co/0h4u0Ri22b	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379251416448000003, 'id_str': '1379251416448000003', 'indices': [61, 84], 'media_url': 'http://pbs.twimg.com/media/EyQV2w1WYAMfwTD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyQV2w1WYAMfwTD.jpg', 'url': 'https://t.co/0h4u0Ri22b', 'display_url': 'pic.twitter.com/0h4u0Ri22b', 'expanded_url': 'https://twitter.com/whease/status/1379251418188627971/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}	1072501881182871552	2018-12-11 14:42:29	whease	Keyser Söze	"(͡๏̯͡๏)
Sandwich Artist at your favorite Airport"	False	7686	647	55	102	Black Lives Matter Plaza	{'description': {'urls': []}}
32	1379251055196839939	2021-04-06 01:54:11	@awokst4r nigger	2	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'awokst4r', 'name': 'ًkhyr¡ ＊', 'id': 1355243046980431875, 'id_str': '1355243046980431875', 'indices': [0, 9]}], 'urls': []}	21132675	2009-02-17 21:28:21	kt46	ً	soldier mentality	False	5014	0	169	145	jalen	{'description': {'urls': []}}
33	1379250938876022785	2021-04-06 01:53:43	@vodkatrauma nigger https://t.co/aqXP2eBUPD	1	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vodkatrauma', 'name': 'Glizzy 📸', 'id': 1195988796975669248, 'id_str': '1195988796975669248', 'indices': [0, 12]}], 'urls': [], 'media': [{'id': 1379250935214403587, 'id_str': '1379250935214403587', 'indices': [20, 43], 'media_url': 'http://pbs.twimg.com/media/EyQVawGUcAMUTJN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyQVawGUcAMUTJN.jpg', 'url': 'https://t.co/aqXP2eBUPD', 'display_url': 'pic.twitter.com/aqXP2eBUPD', 'expanded_url': 'https://twitter.com/ostermanhattan/status/1379250938876022785/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 615, 'h': 581, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 615, 'h': 581, 'resize': 'fit'}, 'small': {'w': 615, 'h': 581, 'resize': 'fit'}}}]}	1143698545	2013-02-02 23:38:03	ostermanhattan	ace	the photograph is in my hand	False	998	17051	29	46		{'description': {'urls': []}}
34	1379250753487917063	2021-04-06 01:52:59	@harryIore DID U CALL ME A NIGGER😭😭😭	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'harryIore', 'name': '#ashrry', 'id': 1049389739399421952, 'id_str': '1049389739399421952', 'indices': [0, 10]}], 'urls': []}	1003865589872406528	2018-06-05 05:06:22	IouismiIf	bethel ANU & SOL DAY	i must defend perfect now on the internet	False	41724	13482	1162	598		{'description': {'urls': []}}
35	1379250704968192001	2021-04-06 01:52:47	@AzLdn2 Jareer literally means nappy hair regards of the context it's used in. Nigger is literally a derogatory term used to degrade black people. There is no comparison walahi these lot are clapped in the head	1	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AzLdn2', 'name': 'AzLdn', 'id': 1374025243136770049, 'id_str': '1374025243136770049', 'indices': [0, 7]}], 'urls': []}	1373914839974875136	2021-03-22 08:30:19	LaylaHaji14	Layla Haji		False	36	60	7	15		{'description': {'urls': []}}
36	1379250398762913792	2021-04-06 01:51:34	Pull up get yo issue fixed lame nigger https://t.co/jBlsxdSUp5	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1379250394195316738, 'id_str': '1379250394195316738', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/EyQU7QpUUAIaAPL.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyQU7QpUUAIaAPL.jpg', 'url': 'https://t.co/jBlsxdSUp5', 'display_url': 'pic.twitter.com/jBlsxdSUp5', 'expanded_url': 'https://twitter.com/theboy__a/status/1379250398762913792/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 554, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 946, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 314, 'h': 680, 'resize': 'fit'}}}]}	940961621375008768	2017-12-13 15:08:27	theboy__a	thębøÿAłłęx	I run California period H.T.S.M.C Biker BOY I live a crazy life keep up! Zaddy account I have it on ink you have it on paper 🏆 1 PASSENGER 1 work 1 player	False	19706	18880	927	133	Los Angeles, CA	{'description': {'urls': []}}
37	1379250254973927426	2021-04-06 01:51:00	@femboyfembonk @CatboyLonely No nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'femboyfembonk', 'name': 'Catboy Psychology', 'id': 1371357348250419201, 'id_str': '1371357348250419201', 'indices': [0, 14]}, {'screen_name': 'CatboyLonely', 'name': 'Catboy Finn', 'id': 1348365354377093120, 'id_str': '1348365354377093120', 'indices': [15, 28]}], 'urls': []}	1377671775455166468	2021-04-01 17:18:48	y0uare_	Austin B~	I’m special	False	35	23	1	55		{'description': {'urls': []}}
38	1379249740504657922	2021-04-06 01:48:58	LaDawn IS A NIGGER!	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	1378929622818037761	2021-04-05 04:37:07	DoreenShields8	Doreen Shields	Bitch, truth seeker	False	110	0	0	2		{'description': {'urls': []}}
39	1379248034488418305	2021-04-06 01:42:11	@YoCuppaTee Now hold on, a house nigger is still a nigger	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'YoCuppaTee', 'name': 'knives fan club, daddy loves us all. 🤤', 'id': 1043679436896448512, 'id_str': '1043679436896448512', 'indices': [0, 11]}], 'urls': []}	1371286542812131336	2021-03-15 02:26:12	GadScylla	Scyl S’claat	I’ll never not be a broken breadfruit leaf	False	1250	440	109	121		{'description': {'urls': []}}
40	1379247851402899457	2021-04-06 01:41:27	@obamatone @TheFunny_mp4 I meant nigger creek	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'obamatone', 'name': 'certified idiot', 'id': 1163979981627756545, 'id_str': '1163979981627756545', 'indices': [0, 10]}, {'screen_name': 'TheFunny_mp4', 'name': 'The Funny', 'id': 1302230772020056064, 'id_str': '1302230772020056064', 'indices': [11, 24]}], 'urls': []}	1332335693981491200	2020-11-27 14:49:35	fishmanlover	krebs	lover of fish and maps	False	2696	1530	66	272		{'description': {'urls': []}}
41	1379247626189672448	2021-04-06 01:40:33	That house nigger Mulatto been looking fine.	0	0	False	{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}	2289098916	2014-01-13 04:39:00	_HolaHovita	Seff🦋	Hidden Gem. ✨	False	31487	52434	780	605	New York, NY	{'description': {'urls': []}}
